family,count
f__Pedosphaeraceae,38
f__AAA164-E04,15
f__AV2,4
f__F1-12-MAGs170,3
f__F1-80-MAGS106,1
f__GCA-2715965,1
f__J093,1
f__Palsa-1400,2
f__SXQI01,4
f__SXTU01,5
f__UBA1096,20
f__UBA1100,14
f__UBA11320,1
f__UBA1319,1
f__UBA1412,3
f__UBA9464,3
